,tweet_id,lat,lon,content,location
837670861746409474,837670861746409474,,,@BooksMel I know!  So cool. Saw that the other day. They're not even playing in the She Believes Cup either. 👍💜💪⚽💃🏼,Boston
837670861356285952,837670861356285952,,,"RT @DraftKings: #FreebieFriday! Enter to win $10 DK Dollars!
1. Be following @DraftKings
2. RT
Ends 3pm EST: https://t.co/o4msFaYLJP https:…","Charleston, WV"
837670950577504256,837670950577504256,,,@pcsez https://t.co/iJCbIqZBwK,Boston Ma
837670950384635906,837670950384635906,,,Especially when my minis are in it too.,"Boston, MA"
837670949851901953,837670949851901953,,,RT @RachelSlade1: Mass Ave bike lane blockage 9 :25 am @BOS311 @BostonBTD @bostonbikeunion https://t.co/v74hbFavQp,Boston
837670949830987776,837670949830987776,,,"RT @AbraarKaran: Never confuse what drives your ambition w/ what fills your heart w/ magic. One day, all that will be left: the ones you #l…",
837670949147258880,837670949147258880,,,"RT @Sachems_Hockey: GAME DAY! State tournament round 2, quarter finals for the Sachems tonight against Lynnfield in Woburn. Let's go tonigh…",
837671035084361728,837671035084361728,,,Otro día mas en esta mierdaa,Fenway Park
837671031510810624,837671031510810624,,,"@pbump @neeratanden it kinda seems like they were mostly excuses to put crowds chanting ""Lock her up!"" on television because ratings","Somerville, MA"
837671031275995141,837671031275995141,,,"RT @heidilegg: Quote of the morning: ""More Russian ties with more Russian lies."" @RepSwalwell. Reporting what stands out today.",Laurelindórenan
837671031196237824,837671031196237824,,,RT @ChristopherNFox: And I hope @IvankaTrump &amp; Rex Tillerson @StateDept are seeing this too! 900 businesses &amp; investors back US staying in…,Bucketheadland
837671031145967617,837671031145967617,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,"Orlando, FL"
837671118773182464,837671118773182464,,,"RT @DraftKings: #FreebieFriday! Enter to win $10 DK Dollars!
1. Be following @DraftKings
2. RT
Ends 3pm EST: https://t.co/o4msFaYLJP https:…","Eagan, MN"
837671117099794432,837671117099794432,,,"RT @DraftKings: #FreebieFriday! Enter to win $10 DK Dollars!
1. Be following @DraftKings
2. RT
Ends 3pm EST: https://t.co/o4msFaYLJP https:…",United Kingdom
837671116181233664,837671116181233664,,,@FernandoRover1 You're not alone Fernando! Um beijo!,"Boston, MA"
837671116042821632,837671116042821632,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,Canada
837671206593658881,837671206593658881,,,RT @JAMN945: Oprah Winfrey's Bestie Weighs in ON HER Potential Presidency! https://t.co/Ivn5VWVPCX,Boston ma
837671206392328192,837671206392328192,,,"RT @AnnaMeiler: Jury will view nightclub, Toyota 4Runner, intersection where shooting took place, etc. #WBZ",Boston
837671205322784769,837671205322784769,,,RT @BillHumphreyMA: Massachusetts towns shouldn't have secret orders instructing police to go out of their way to help ICE &amp; circumvent loc…,"Arlington, MA"
837671204852944896,837671204852944896,,,"#NowPlaying Checkin For Me (clean) - Bobby Valentino | 
Only on https://t.co/3C5amzFW7k Download on the Google Play and App Store today!","Boston, MA"
837671290727251969,837671290727251969,,,The love/hate morning following a tough training session.,"Boston, Ma"
837671290639122435,837671290639122435,,,"RT @AnnaMeiler: Jury will view nightclub, Toyota 4Runner, intersection where shooting took place, etc. #WBZ",Boston
837671289414373376,837671289414373376,,,"RT @FhTechBridge: Brighten our day and help make #solar affordable! Win awards by @DSM, @FhTechBridge &amp; @GreentownLabs #SunRISE2 https://t.…",
837671288193826816,837671288193826816,,,"Listen to Stand Down by GMB #np on #SoundCloud
https://t.co/xgUOUUcYJg New Wave","Cambridge, MA"
837671287963193344,837671287963193344,,,Most people tweet rap lyrics but nope not me,"Newton, MA"
837671376702046208,837671376702046208,,,RT @johnvanreenen: Entrenched mayors make poor procurement decisions https://t.co/d6EvhY7Od7 @CEP_LSE Coviello on Italian evidence,London
837671375271788545,837671375271788545,,,Has W mellowed &amp; grown brighter or has the bar suddenly lowered bigly? https://t.co/bRi9erF1WK,
837671374927769601,837671374927769601,,,RT @raruplus: すっごい惹かれるパン買った https://t.co/HS2tdXBGJ3,大阪府六軒島市黄金郷区
837671374172868608,837671374172868608,,,A guy who had to bribe his way into college.  Fantastic. https://t.co/4FuhZHabhc,"Newton, MA"
837671373040414722,837671373040414722,,,"I really wish @krisstraub and @_AlexHirsch would team up. 

#Gravity Hollow #Broodfalls","iPhone: 42.379295,-71.094360"
837671464111386624,837671464111386624,,,".@ava s 13th is showing tonight at @MIT ! Don't miss it, info= https://t.co/rJdVeHXZ5i https://t.co/ebExCO5fNk","Boston, MA"
837671463968731136,837671463968731136,,,"RT @andrewbartolini: Today on CPO Rising, I present the CPO Scorecard: Our Performance Measurement Recommendation https://t.co/sNWReeH1oG","Boston, MA"
837671462353911809,837671462353911809,,,"""We talk about slavery as if it were a bump in the road. It was the road."" @tanehisicoates @RadInstitute #UniSlavery","Boston, MA"
837671461800157184,837671461800157184,,,#MLB Wire: Texas Rangers 2017 season preview: Good health in rotation key for playoff hopes https://t.co/QaNVqvqvex https://t.co/fguDlCphyy,"Boston , MA"
837671461716389888,837671461716389888,,,#Hiphop has its waves and the waves crash against the beach and the new waves come in. So to stay relevant you have to roll with that.,"Boston, MA"
837671546479120385,837671546479120385,,,"RT @ClintSmithIII: Most of the people helping fugitive slaves weren't well-meaning white abolitionists, but were actually other escaped sla…","Georgia, USA"
837671545522769921,837671545522769921,,,"RT @Bet_Labs: Biggest moneyline upsets in NCAAB yesterday
Campbell +700
Iowa +606
Sac St +393
Montana +159
Rice +133
Charlotte +111 https:/…",Iowa
837671545174704129,837671545174704129,,,RT @HEYtweetNina: Screaming. https://t.co/yHrGPqtENY,
837671543907958785,837671543907958785,,,"RT @_KevinSosa_: Princesa, mamichula, reina hermosa, babygirl, nena bella, mamacita sabrosa, etc",
837671543706648576,837671543706648576,,,@squirreloncrack Omg they did that?! Lolol,"Cambridge, MA"
837671633380868097,837671633380868097,,,RT @ClintSmithIII: It was incredibly difficult for slaves from the Deep South to escape to freedom because it was simply too far. Most came…,"Georgia, USA"
837671632516808704,837671632516808704,,,Did you know? #Hendra virus has a case fatality rate of 57%. #FactFriday https://t.co/n3cPup0DHa,"Boston, MA"
837671631002693632,837671631002693632,,,@shunchi_033 Hi SHUNCHI! How are you? :),"Boston, MA"
837671630180614144,837671630180614144,,,@kakasworld @DocHa99 he thought I was moving to LA for a dude!,"Boston, MA"
837671626359492608,837671626359492608,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,Winterfell
837671716826595328,837671716826595328,,,Twilio Focuses on Enterprises https://t.co/gCOfwYBpzC,"Boston, MA"
837671716096782338,837671716096782338,,,RT @mikd33: @realDonaldTrump https://t.co/R0V1WgdMhP,
837671715341762561,837671715341762561,,,Significantly many #AclInjuries occur in athletes landing flat on their heels.,"Boston, MA"
837671713290784768,837671713290784768,,,"ARMARIUM, INC. of NY just raised $2,000,000. Sign-up for free or login for more info. https://t.co/ueHxYXuk5J.","Boston, MA"
837671808463691777,837671808463691777,,,"RT @DraftKings: #FreebieFriday! Enter to win $10 DK Dollars!
1. Be following @DraftKings
2. RT
Ends 3pm EST: https://t.co/o4msFaYLJP https:…",
837671808396578816,837671808396578816,,,@3ateeji just email me your resume at david.amoyal77@gmail.com,"Boston, MA"
837671808362950658,837671808362950658,,,"Try as you might to sort out the mysteries of your heart, it c... More for Virgo https://t.co/SunHhDcHM8","Lynn, MA"
837671806953652227,837671806953652227,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,California
837671806878289921,837671806878289921,,,@tumayku_ wn es demasiado chistoso porque el viejito venía con ellos y se pusieron a grabar para hacer una inscripc… https://t.co/D6Rq3xtsfd,"Salem, MA"
837671896179228676,837671896179228676,,,Startup workers see sexual harassment on 'breathtaking' scale in Silicon Valley https://t.co/4x6AjfWqBL,"Boston, MA"
837671895927410689,837671895927410689,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,
837671895805779968,837671895805779968,,,For National Day of Unplugging I set up a self guided exercise. You need to stare into someone's… https://t.co/rdjd422VOv,"Boston, Ma"
837671891783598080,837671891783598080,,,"RT @heidilegg: Quote of the morning: ""More Russian ties with more Russian lies."" @RepSwalwell. Reporting what stands out today.",timbuktu
837671891397660675,837671891397660675,,,RT @princessmom122: We knew it was something like this. https://t.co/kxIyUgpP3w,Philly
837671984712548356,837671984712548356,,,RT @wreckinPsahal: Today at the subway station I saw this guy with a saxophone and when he saw my face he started  to play the #Somali anth…,"Columbus, OH"
837671983676444672,837671983676444672,,,Your message is not getting heard by your peers today even whe... More for Capricorn https://t.co/PQfiA4dT4c,weymouth M.A
837671983223537665,837671983223537665,,,Worried about your testing career? Become a more technical tester: https://t.co/yWhKuEQHlm https://t.co/8EWutSXtmf,"Newton, MA"
837671982636367873,837671982636367873,,,RT @WHI_Harvard: A global perspective on what it means to be a feminist: https://t.co/0PeDvSJc5W #FeminismInMyCountry https://t.co/2X6jQcw6…,"Montreal, QC, Canada"
837671982472826881,837671982472826881,,,"RT @kirbyrachel: ""Do not limit the study of enslavement to enslavement."" @tanehisicoates @RadInstitute #UniSlavery",boston + somerville
837672073224925184,837672073224925184,,,RT @HarvardAlumni: .@violadavis will be awarded Harvard Foundation’s arts medal on 3/4 during the 32nd annual Cultural Rhythms Festival htt…,Shantel of New York 
837672072075751424,837672072075751424,,,RT @DorothyGreco: #MakingMarriageBeautiful https://t.co/vV9kEVmOOA,"Hickory, NC"
837672070297358337,837672070297358337,,,RT @getbytten: In Her Own Words: MARTA WAYDEL [Women In Tech Series] https://t.co/5bBPyeVBaJ via @FashNerd #innovation #sustainability #wom…,"Sydney, New South Wales"
837672069362036737,837672069362036737,,,@The_eNitiaters @SMWLagos Impressive!,Miami / Boston
837672067797561348,837672067797561348,,,RT @YoAdoroLaRopa: Que para que te quieran a ratos es mejor que no te quieran.,
837672161569464326,837672161569464326,,,RT @mikd33: @realDonaldTrump this one? https://t.co/J3EehiL8oL,
837672161447931904,837672161447931904,,,Friday Java     03 March 2017 on BostonRed will air 03/03. https://t.co/9wI9VXcvjo #BlogTalkRadio,Boston
837672161426845698,837672161426845698,-71.1956205,42.5047161,"Want to work at Sunrise Senior Living? We're #hiring in #Burlington, MA! Click for details: https://t.co/fIvt22DEyp… https://t.co/K06GthcFfb",
837672160185495554,837672160185495554,,,"Our paper on the Scythians (by Martina Unterländer, Friso Palstra et al.) is out. https://t.co/fPomkBLArS https://t.co/klSA3HPr4q","Boston, MA"
837672159162028034,837672159162028034,,,RT @HarvardBiz: Get a new hire up to speed more quickly by going beyond the basics and explaining how things actually get done. https://t.c…,"Allen, Tx."
837672244293873668,837672244293873668,,,Baez: take note of how long it takes to walk across main bar area #AaronHernandez,Boston
837672243706609665,837672243706609665,,,"Sea ice at both poles hits record low as record high temp for Antarctica, 64 F, confirmed. https://t.co/AhaKZTilUi","Cambridge, MA"
837672241970229250,837672241970229250,,,RT @NAMIMass: Remind our #veterans that they are not alone &amp; encourage them to seek medical attention if they are struggling. https://t.co/…,"Boston, MA"
837672241827545089,837672241827545089,,,RT @mikd33: @realDonaldTrump why would Jared have any business meeting with Russian ambassadors along with Flynn?,
837672241714298880,837672241714298880,,,RT @WCVB: Too few teachers: District cancels classes due to national women's strike https://t.co/xyS2acM5yH https://t.co/Kc4SOWCIv7,"LaGrange, GA"
837672331363377152,837672331363377152,,,@ehellweg Interesting. The report was wrong?,"Boston, MA"
837672331069771777,837672331069771777,,,@richardroeper @POTUS come on he flies to Florida every week and does not have time for daily briefings.  Plenty of time to read,"Boston, MA"
837672330126053377,837672330126053377,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,
837672329207508992,837672329207508992,,,SLAY MY LIFE I NEED TO BE U https://t.co/pncZeetqfR,"Medford, MA"
837672415840829441,837672415840829441,,,".@tanehisicoates: ""racism in this country is seen as a misunderstanding. Bad manners or something, you should've been nicer"" #unislavery","Cambridge, MA"
837672415052320768,837672415052320768,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,"Duque de Caxias, Brasil"
837672414859390976,837672414859390976,,,clapback of all clapbacks https://t.co/QlkUBvhtio,"Boston, MA"
837672414414790657,837672414414790657,,,I have tears 😂😂😂😂 https://t.co/yTMFD0GrrG,"Boston, MA"
837672412829335553,837672412829335553,,,RT @PeteBlackburn: Riding the dasher for a zone entry is my new favorite move https://t.co/tT1uJX8mVM,"Armada, MI "
837672500238635008,837672500238635008,,,"RT @DraftKings: #FreebieFriday! Enter to win $10 DK Dollars!
1. Be following @DraftKings
2. RT
Ends 3pm EST: https://t.co/o4msFaYLJP https:…",
837672500079263745,837672500079263745,,,@LucilleBurdge Albert is such a playa,"Winthrop, MA"
837672499349438464,837672499349438464,,,Congrats @KariPearce_ crushing 17.2! Made it look easy... turns out it was not so easy when I did it😩,"Cambridge, MA"
837672498699235329,837672498699235329,,,7 Amazing porches that will make you want to change yours https://t.co/0EeHCwmrNy,"Boston, MA"
837672496933572610,837672496933572610,,,"I don’t know the @augustpublic team, but I’m pulling hard for them. Agility as an awesome combination of purpose and vulnerability.","Boston, Massachusetts, USA"
837672584925884416,837672584925884416,,,"RT @IAmJamesStewart: Everyone wish the Director of Communications @BillyLanni a Happy Birthday today! 

🎉🎉🎉🎉🎉🎉🎉🎉",
837672583956955136,837672583956955136,,,"RT @TheFreedomTrail: #TDIH 1743- Peter Faneuil, wealthy merchant &amp; slave trader who gifted #FaneuilHall died. He is interred in the Granary…","Liverpool, Europe"
837672582442860544,837672582442860544,,,@naufraga sounds like my kind of party,"Boston, MA"
837672582048591873,837672582048591873,,,RT @zesty_patriots: NFL Rumors: Patriots Fullback James Develin Expected To Re-Sign With New England https://t.co/Z68t9pb5Qh https://t.co/5…,
837672580890816512,837672580890816512,,,RT @udaqueness: https://t.co/CiiYkYPldD 주인과 함께 아일랜드 전통춤을 추는 오스트레일리안 셰퍼드 독 Secret https://t.co/7SmdaWeyoG,02 해포시리커 저 태그하기 밑에는 커뮤목록
837672673727610880,837672673727610880,,,RT @BostonGlobe: Jared Kushner and Michael Flynn met with Russian ambassador just as the Obama White House was preparing sanctions https://…,"Montreal, Quebec"
837672673564053505,837672673564053505,,,".@tanehisicoates ""I don't know how you conduct research that shows that you're very existence is rooted in a great crime."" #unislavery","Somerville, MA "
837672673564049409,837672673564049409,,,.@DSNewsDaily announces #PremiumTitle and @LendingQB integration: https://t.co/sZ1loSBqYU,"Boston, MA"
837672672813252608,837672672813252608,,,RT @MA_DDC: You are invited to attend the MDDC/@TheArcofMass March 27 Legis Reception. Register &amp; find info here: https://t.co/c2l1oQQK10 #…,Needham
837672672238661633,837672672238661633,,,RT @MASCSchoolComm: .@KimFergusonMA speaking about the Foundation Budget Review Commission #FBRC #MAEdu https://t.co/O71RYxtkuE,"Massachusetts, USA"
837672759253676038,837672759253676038,,,https://t.co/wel8r6fHnN,"Hull, MA"
837672757030612993,837672757030612993,,,お気に入りのタングルティーザーちゃんたち❤キティちゃんの方は、カバーがついてて、持ち運びも出来るから便利！✨あ、AspireのK4を買っちゃいました|ω･)و ̑̑༉スティックタイプが欲しくて…( ⌯᷄௰⌯᷅ )早く、コンビニ決済… https://t.co/yOqjGBvjr4,world's end.
837672756556738560,837672756556738560,,,RT @ReachScale: How #feminists took on the mainstream #media and won https://t.co/1XKxwG3cua v @qz #women #digitalage #journalism cc @DMans…,Stockholm 
837672755889909764,837672755889909764,,,My company gave out free tote bags for employee appreciation day and I had it for 45 seconds before breaking one of the buttons,"Somerville, MA"
837672754824396801,837672754824396801,-71.136821,42.45203,"If you're looking for work in 542 Main St, #Winchester, MA, check out this #job: https://t.co/OSB7ZUKSnc #Hospitality #Veterans #Hiring","Boston, MA"
837672844100321282,837672844100321282,,,#NowPlaying Se Te Nota [LII] - J Alvarez Feat Wisin solo por https://t.co/iuA5Dtlnem,Boston Ma
837672844016386048,837672844016386048,,,I just checked in at Micio with #mPLUSPlaces Download today!  https://t.co/xHU8kqdV4R,Boston
837672843605381120,837672843605381120,,,@jmcmahon443 also have a deadline today for some raspberry pi work,"Boston, MA"
837672841797586945,837672841797586945,,,"RT @kendallkirbs: At minimum, shouldn't we hold our AG to the same ethical standards as Lil' Kim? #ResignSessions",Internationally Known
837672840740626432,837672840740626432,,,RT @Angelab0424: #FF my amazing friends @AuStar3d @liliantjen @NickysFriend @pdxdragonfly @WendyHogarth @AngelHeart5609 @Na0sGlass @LAveryB…,Torino
837672930351927296,837672930351927296,,,RT @glen_in_ma: @arappeport @Mama_Liberal - does anyone at IRS know what a whistleblower is? What a hero is??,
837672929949270016,837672929949270016,,,Smells like Watergate in the air #Russia,"Boston, MA"
837672928623853568,837672928623853568,,,"RT @DraftKings: #FreebieFriday! Enter to win $10 DK Dollars!
1. Be following @DraftKings
2. RT
Ends 3pm EST: https://t.co/o4msFaYLJP https:…",
837672927562629120,837672927562629120,,,A companion's impatience may rub off on you even if your inten... More for Libra https://t.co/yYySAgmMtk,Boston MA
837672927260626946,837672927260626946,,,सड़को पर प्रदर्शन करने वाली एक प्रजाति पिछले 3 सालों से विलुप्त हे आपको ये कही भी दिखाई दे इन्हें याद दिला दे की गैस सिलेण्डर 750 के पार,"Boston, MA"
837673013973778432,837673013973778432,,,"RT @TCleveland4Real: .@Acosta If I'm not mistaken, it took 7 months for anyone from Trump campaign to admit they weakened platform on Ukr h…","Durham, NC"
837673013344534529,837673013344534529,,,RT @ClintSmithIII: These numbers are fascinating. I wonder though how much changing views translate into people enacting a different set of…,"San Francisco, California"
837673012895834112,837673012895834112,,,RT @UsVsThemBlog: @chrislhayes Chris why was the Russian Ambassador even AT the RNC?,
837673012069425152,837673012069425152,,,"RT @TanvirSalim1: गोरखपुर का विकास नही हुआ श्रीकान्त शर्मा बीजेपी प्रवक्ता।
सही है शायद शर्मा जी को नही मालूम पाँच बार सांसद तीन बार विधायक…",India
837673011855638530,837673011855638530,,,RT @iwearaonesie: Got kicked out of Starbucks for not wearing a North Face vest again,"Houston, TX"
837673100930088961,837673100930088961,,,Wow it's cold af,"Massachusetts, USA"
837673100657446912,837673100657446912,,,"Instructions for Windows: 
install 50 programs
Download 9 patched DLLs
Click 10000 menus, done, accept, next

Linux: Type these two commands","Cambridge, MA"
837673099474653185,837673099474653185,,,RT @BostonGlobe: Jeff Sessions insisted he thought his meetings with Kislyak were not worthy of mention https://t.co/pQSeNaAfxR https://t.c…,
837673098551885824,837673098551885824,,,RT @BostonGlobe: Jared Kushner and Michael Flynn met with Russian ambassador just as the Obama White House was preparing sanctions https://…,
837673097398480896,837673097398480896,,,Join me for this event: Innovation Project® 2017 #InnovationProject2017 https://t.co/LdXP3Yy69V,"Boston, MA"
837673185847861249,837673185847861249,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,
837673185663414272,837673185663414272,,,oh jfc,"Boston, MA"
837673185638289412,837673185638289412,,,How you except me to b ok with this corny fxking movements you doing nikka no,"Boston, MA"
837673185239789568,837673185239789568,,,RT @isaiah_fontaine: #ChelseaMA‼️ https://t.co/gSt4yDhg1D,Cape Verdean
837673185063616512,837673185063616512,,,DavidRoads: Promote what you love instead of bashing what you hate.,"Boston, MA"
837673270954586114,837673270954586114,,,@Nate_Allbomb Fake mayo is the only trash.,Boston 
837673270656786433,837673270656786433,,,RT @iRelateWords: people who preach about being nice &amp; a good human on social media but are some of the meanest and worst people irl https:…,
837673270463741952,837673270463741952,,,@JimmyRushmore don't talk about my dad like that. So rude.,"Cambridge, MA "
837673270061182976,837673270061182976,,,@nytimes The Onion is more credible than #fakenews grand central NYT.,"Boston, USA "
837673269453066240,837673269453066240,,,"RT @ChisteSorpresas: No puedes cambiar el pasado, pero con la actitud correcta, podrás recuperar en el futuro más de lo que perdiste en el…",
837673350260477953,837673350260477953,,,"RT @C_GraceT: .@tanehisicoates ""I don't know how you conduct research that shows that you're very existence is rooted in a great crime and…","Boston, MA"
837673350260387841,837673350260387841,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,
837673349182545923,837673349182545923,,,RT @_hurtsa: Wait for it https://t.co/RugqFj9aaN,
837673348788277249,837673348788277249,,,Law &amp; Disorder - Judge Accused Of Sneaking Illegal Past ICE - Illegal Immigration - Fox &amp;... https://t.co/8oeD2Xu8yt,Saugus Ma
837673347928502274,837673347928502274,,,"@clickyclicky Of course I still like to think of music festival people as cool, but history says otherwise.","Boston, MA"
837673441197109248,837673441197109248,,,I dont know anyone who fits this. https://t.co/EZEhGBlLDc,"Boston, MA USA"
837673439045517312,837673439045517312,,,"Boston, Massachusetts downtown urban architecture with boat and city skyline. https://t.co/u0NgsFawDA","Boston, MA"
837673438781272064,837673438781272064,,,@KittyLevesque i bought a new ABH glow kit and it arrived on Wednesday. This was me all week 🤣,"Boston, MA"
837673438521212928,837673438521212928,,,RT @Wellesley: #Wellesley’s Campus Community Gathers to Hear @HillaryClinton ’69 in Conversation with President @DrPaulaJohnson https://t.c…,Boston area
837673533060833280,837673533060833280,,,my best friends duh 😛😏 https://t.co/NfnnUbH6l7,"Boston, MA"
837673532922290176,837673532922290176,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,
837673532792451073,837673532792451073,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,"Cork, Ireland."
837673530678472705,837673530678472705,,,@KingMaduro 💀💀💀,"Boston, MA"
837673529655046144,837673529655046144,,,"'A neighbour recently said to me, “There is nothing we can do.” I think that is a very dangerous frame of mind.' https://t.co/oMfm3x0Myq","Stoneham, MA"
837673623842394112,837673623842394112,,,"RT @SloanSportsConf: ""Data is an equalizer"" - @caseywasserman on how analytics influence decision making #SSAC17 #SportsTitans","Boston, MA"
837673623691341824,837673623691341824,,,"@SusieO Good Morning and Thank you! Happy Friday, lets jump into the weekend the right way. Enjoy your day!  #TGIF… https://t.co/eV40BNmuIR",Boston 
837673623372632064,837673623372632064,,,"RT @YoAdoroLaRopa: Del pasado no se vive, se aprende.",
837673621078306817,837673621078306817,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,
837673619262156800,837673619262156800,,,@wael20260 there are very few at this time,"Boston, MA"
837673711146774528,837673711146774528,,,"Never gave the house phone number to anyone, don't even know the number and that mf ring several times every day.","Boston, MA"
837673710861561856,837673710861561856,,,RT @BostonVC: &gt;&gt; Matching Demand Generation with Sales Capacity - Make sure your salespeople have enough leads | https://t.co/pXF93aNXsu,"Green Bay, WI"
837673710605725696,837673710605725696,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,Indianapolis ✈️ Kansas City
837673710010105856,837673710010105856,,,Tell the president I found the source of the leaks #garden #jardin https://t.co/vgQ53B2NFT,Boston
837673709527785472,837673709527785472,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,NJ✈️GA
837673804533022725,837673804533022725,,,It's a chilly Friday today! Today's BINGO number is O-73. Have a great weekend everyone and stay warm!,"Salem, MA"
837673804495216640,837673804495216640,,,"RT @YoAdoroLaRopa: ""No me arrepiento de nada, pero tengo claro las cosas que no volvería a hacer.""",
837673803924779009,837673803924779009,,,@laurenekelly I just spit out my coffee.,"Boston, MA"
837673802293260293,837673802293260293,,,RT @nwsltrMe: .@MSNBC prez cracks joke with @JoeConchaTV https://t.co/ruHi00dNOJ + more in @ReliableSources https://t.co/60KA1ojAbh,
837673801961787400,837673801961787400,,,"RT @mikd33: Profile reads ""kind"" &amp; ""loving"" https://t.co/QDUonqnJH1","Port Blair, India"
837673887651479554,837673887651479554,,,"Amazon's ""Go"" is a go according to @loushipley. Job of the product https://t.co/mZDYIcNeMk #grocery #payments #dayinthelife","Cambridge, MA"
837673886334451713,837673886334451713,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,aries
837673886175084545,837673886175084545,,,RT @princessmom122: We knew it was something like this. https://t.co/kxIyUgpP3w,Iowa
837673885537603585,837673885537603585,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,
837673884535095298,837673884535095298,,,"RT @OnlyInBOS: At halftime of the Celtics game on Wednesday, Richard Jefferson snatched @Lu_Cash617's Lebron Is A Douche tee as he headed d…",Roxbury
837673983491391488,837673983491391488,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,Space Texas
837673982178504706,837673982178504706,,,@MarkinCHS TRAITOR!,"Boston, Massachusetts"
837673981385850880,837673981385850880,,,Wayland Fire showing support for Devin and his family #whynotdevin https://t.co/8finqaP5yG,"Wayland, MA"
837673981238984704,837673981238984704,,,"RT @4free_Ukraine: ""I wasn't involved in that,"" Trump said. ""Honestly, I was not involved."" Except now advisor JD Gordon says he was. https…",
837673981184512000,837673981184512000,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,
837674067457110016,837674067457110016,,,RT @HausOfDylann: Million Reasons has now gotten a 1M+ Audience update on US Radio for over a week in a row now! Lets hope it keeps up the…,
837674067201249280,837674067201249280,,,@Braveheart_USA @WhoopiGoldberg  How hateful and ugly!  The Democrats of today filled with hate. The party that started the KKK. SAD,"Salem, MA"
837674067016679425,837674067016679425,,,RT @ScHoolBoy_Brew: Only tweeting this so I never lose it on the TL again lmao https://t.co/S2EqPqL4NM,
837674066819473408,837674066819473408,,,RT @dcancel: People model behaviors not values.,
837674066328735745,837674066328735745,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,
837674151733231616,837674151733231616,,,RT @4free_Ukraine: Did Trump agree to ignore Russian war in Ukraine in exchange for Russian hacked email release to WikiLeaks?  https://t.c…,
837674151317917696,837674151317917696,,,"This #job might be a great fit for you: Cashier - https://t.co/2Kli5JyHMq #Cashier #Cafe #Charlestown, MA #Hiring https://t.co/mli2D1zqjO","Boston, MA"
837674151016017920,837674151016017920,,,"Now that I'm somehow getting a Switch, I'm even more excited for Kingdom Two Crowns.","Nastychusetts, USA"
837674150344937472,837674150344937472,,,RT @MCPHSAlumni: March is #WomensHistoryMonth! Join us as we celebrate our #MCPHSAlumni and #WomeninSTEM all month long!,"Boston, MA"
837674147790598144,837674147790598144,,,Is Jae Crowder underrated? https://t.co/tMlk1qHCly,"Boston, MA"
837674240182796289,837674240182796289,,,"Again, not saying it can't be funny, and not saying painting your face black in general is racist. This is a specific thing folks","Boston, MA"
837674239993991168,837674239993991168,,,RT @_KevinSosa_: What in the name of God..delete your account https://t.co/hjOZmsChtr,
837674239922679808,837674239922679808,,,"RT @C_GraceT: .@tanehisicoates ""I don't know how you conduct research that shows that you're very existence is rooted in a great crime and…",Boston
837674239192793089,837674239192793089,,,@NX0rabl3Wandr3r @tradstirlitz @SerbianRevenge Wistfulness has its place.  He probably didn't mean it as a serious policy prescription.,"Boston, MA"
837674238660128768,837674238660128768,,,"RT @DraftKings: #FreebieFriday! Enter to win $10 DK Dollars!
1. Be following @DraftKings
2. RT
Ends 3pm EST: https://t.co/o4msFaYLJP https:…",
837674334021890048,837674334021890048,,,RT @BostonomiX: 5 key findings from the Massachusetts Innovation Economy Index https://t.co/Br0OF0ZVo9,"Cambridge, MA"
837674333371772931,837674333371772931,,,Well would you look at that :) @realDonaldTrump https://t.co/QFL9y6UXFr,East Coast
